Reported Date,Name of Entity,Dates of Breach,State Reported,Source(s),Link to PDF,Start Date of Breach,End Date of Breach
2018-07-13 00:00:00,"ComplyRight, Inc.",4/20/2018 to 05/22/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ComplyRightInc.2018-07-25.pdf,2018-04-20 00:00:00,2018-05-22 00:00:00
2018-07-06 00:00:00,International Mission Board,04/11/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/InternationalMissionBoard.2018-07-06%20%281%29.pdf,2018-04-11 00:00:00,
2018-07-06 00:00:00,"Coty, Inc.",01/12/2018 to 02/08/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CotyInc.2018-07-06.pdf,2018-01-12 00:00:00,2018-02-08 00:00:00
2018-07-01 00:00:00,"Macy's, Inc.",04/26/2018 to 06/12/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Macy%27s.2018-07-02.pdf,2018-04-26 00:00:00,2018-06-12 00:00:00
2018-06-29 00:00:00,Northwest University,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NorthwestUniversity.2018-06-29.pdf,Unspecified,
2018-06-23 00:00:00,"Terteling Company, Inc.",05/01/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TertelingCompanyInc.2018-06-23.pdf,2018-05-01 00:00:00,
2018-06-08 00:00:00,Manduka (Update),02/22/2017 to 03/05/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MandukaUpdate.2018-06-08.pdf,2017-02-22 00:00:00,2018-03-05 00:00:00
2018-06-01 00:00:00,Transamerica Retirement Solutions,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Transamerica.2018-06-01.pdf,Unspecified,
2018-05-22 00:00:00,"Deli Management, Inc. (Jason's Deli)",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/DeliManagementIncUpdated.2018-05-22.pdf,Unspecified,
2018-05-18 00:00:00,Brinker International (Chilis),03/2018 to 04/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/BrinkerInternational%28Chili%27s%29.2018-05-22.pdf,2018-03-01 00:00:00,2018-04-01 00:00:00
2018-05-17 00:00:00,Corporation Service Company,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CorporationServiceCompany.2018-05-17.pdf,Unspecified,
2018-05-09 00:00:00,"TaskRabbit, Inc.",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TaskRabbitInc.2018-05-09.pdf,Unspecified,
2018-05-09 00:00:00,H&R Block,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/HRBlock.2018-05-09.pdf,Unspecified,
2018-05-08 00:00:00,Global University,12/31/2017 to 01/31/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Global%20University.2018-05-08.pdf,2017-12-31 00:00:00,2018-01-31 00:00:00
2018-05-03 00:00:00,Alaska Airlines,10/01/2017 to 12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/News/Press_Releases/AlaskaAirlines.2018.05-04.pdf,2017-10-01 00:00:00,2017-12-22 00:00:00
2018-05-02 00:00:00,"SunTrust Banks, Inc",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SunTrustBanksInc.2018-05-04.pdf,Unspecified,
2018-04-30 00:00:00,Rail Europe North America,11/29/2017 to 02/16/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RailEuropeNorthAmericaInc.2018-05-7.pdf,2017-11-29 00:00:00,2018-02-16 00:00:00
2018-04-26 00:00:00,Hudson's Bay Company,07/01/2017 to 03/31/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/HudsonBayCompany.2018-04-26.pdf,2017-07-01 00:00:00,2018-03-31 00:00:00
2018-04-24 00:00:00,Sears Holdings,09/27/2017 to 10/12/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SearsHoldings.2018-04-24.pdf,2017-09-27 00:00:00,2017-10-12 00:00:00
2018-04-20 00:00:00,Southwest Airlines Co.,10/01/2017 to 12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SouthwestAirlinesCo.2018-04-20.pdf,2017-10-01 00:00:00,2017-12-22 00:00:00
2018-04-13 00:00:00,Best Buy Co Inc.,09/26/2017 to 10/12/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/BestBuyCoInc.2018-04-13.pdf,2017-09-26 00:00:00,2017-10-12 00:00:00
2018-04-13 00:00:00,Inogen Inc.,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/InogenInc.2018-04-13.pdf,Unspecified,
2018-04-11 00:00:00,"Delta Airlines, Inc.",09/26/2017 to 10/12/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/DeltaAirlinesInc.2018-04-11.pdf,2017-09-26 00:00:00,2017-10-12 00:00:00
2018-03-27 00:00:00,Manduka,02/25/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Manduka.2018-03-27.pdf,2018-02-25 00:00:00,
2018-03-22 00:00:00,American Express Travel Related Services Company,10/01/2017 to 12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/AmericanExpressTravelRelatedServicesCompany.2018-03-22.pdf,2017-10-01 00:00:00,2017-12-22 00:00:00
2018-03-20 00:00:00,Orbitz,10/01/2017 to 12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/Orbitz.2018-03-20.pdf,2017-10-01 00:00:00,2017-12-22 00:00:00
2018-03-19 00:00:00,"Bronson Nutritionals, LLC",05/15/2017 to 01/30/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/BronsonNutritionalsLLC.2018-03-19.pdf,2017-05-15 00:00:00,2018-01-30 00:00:00
2018-03-15 00:00:00,"Parker Staffing Services, LLC",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ParkerStaffingServicesLLC.2018-03-26.pdf,Unspecified,
2018-03-08 00:00:00,ABM Industries Incorporated,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/ABMIndustriesIncorporated.2018-03-08.pdf,Unspecified,
2018-03-02 00:00:00,Preferred Hotels & Resorts,07/2016 to 11/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/PreferredHotelsAndResorts.2018-03-02.pdf,2016-07-01 00:00:00,2017-11-01 00:00:00
2018-02-27 00:00:00,FastHealth Corporation,08/14/2017 to 08/18/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20FastHealthCorporation.2018-02-28.PDF,2017-08-14 00:00:00,2017-08-18 00:00:00
2018-02-23 00:00:00,North 40 Outfitters,01/20/2017 to 01/29/2018,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20North40Outfitters.2018-02-23.pdf,2017-01-20 00:00:00,2018-01-29 00:00:00
2018-02-05 00:00:00,"PAR Electrical Contractors, Inc.",12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20PARElectricalContractorsInc.2018-02-05.PDF,2017-12-22 00:00:00,
2018-02-01 00:00:00,North Beach School District,01/30/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/NorthBeachSchoolDistrict.2018-03-08.pdf,2017-01-30 00:00:00,
2018-01-25 00:00:00,Zachary E. Adkins DDS,11/30/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ZacharyAdkinsDDS.2018-01-30.pdf,2017-11-30 00:00:00,
2018-01-23 00:00:00,"Insight Sourcing Group Holdings, LLC",11/30/2017 to 12/11/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20InsightSourcingGroupHoldings.2018-01-23.pdf,2017-11-30 00:00:00,2017-12-11 00:00:00
2018-01-12 00:00:00,"Guaranteed Rate, Inc.",06/09/2017 to 10/02/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20GuaranteedRate.2018-01-12.PDF,2017-06-09 00:00:00,2017-10-02 00:00:00
2018-01-11 00:00:00,"Deli Management, Inc.",06/08/2017 to 12/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20DeliManagementInc.2018-01-11.pdf,2017-06-08 00:00:00,2017-12-22 00:00:00
2018-01-10 00:00:00,"talentReef, Inc.",11/29/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20talentReef%201-10-18.PDF,2017-11-29 00:00:00,
2018-01-02 00:00:00,Multnomah Athletic Club,12/02/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MultnomahAthleticClub.2018-01-10.pdf,2017-12-02 00:00:00,
2017-12-28 00:00:00,"Forever 21, Inc.",04/03/2017 to 11/18/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Forever%2021%20Inc.2017-12-28.PDF,2017-04-03 00:00:00,2017-11-18 00:00:00
2017-12-22 00:00:00,"TIO Networks USA, Inc.",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Tio%20Networks%20USA%20Inc.2017-12-28.pdf,Unspecified,
2017-12-22 00:00:00,"LiveGlam, Inc.",04/25/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/LiveGlamInc.2018-01-02.pdf,2017-04-25 00:00:00,
2017-12-11 00:00:00,"Combat Brands, LLC",07/01/2015 to 10/06/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Combat%20Brands%20LLC%20Update.2017-12-11.pdf,2015-07-01 00:00:00,2017-10-06 00:00:00
2017-12-01 00:00:00,JAM Paper & Envelope,09/06/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/JamPaperAndEnvelope.2017-12-01.pdf,2017-09-06 00:00:00,
2017-11-27 00:00:00,"Bulletproof 360, Inc.",10/26/2016 to 05/30/2017 & 08/28/2017 to 09/05/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20BulletProof360UPDATE.2017-11-27.pdf,2016-10-26 00:00:00,2017-09-05 00:00:00
2017-11-17 00:00:00,"The Medical College of Wisconsin, Inc.",07/21/2017 to 07/28/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20TheMedicalCollegeOfWisconsinInc.2017-11-17.pdf,2017-07-21 00:00:00,2017-07-28 00:00:00
2017-11-21 00:00:00,"Uber Technologies, Inc., Sample Notice",10/13/2016 to 11/15/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/2017-11-21%20WA%20AG%20Notification%20Letter%20-%20Uber.pdf,2016-10-13 00:00:00,2016-11-15 00:00:00
2017-11-15 00:00:00,Western State Hospital,09/20/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/WesternStateHospital.2017-11-15.pdf,2017-09-20 00:00:00,
2017-11-13 00:00:00,Gallagher NAC,06/18/2017 to 09/19/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/GallagherNAC.2017-11-13.pdf,2017-06-18 00:00:00,2017-09-19 00:00:00
