Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Details,End Date of Breach,Entity Type,Industry,Link to PDF,Location of Breached Information,Parent Company,Reported Date,Type of Breach,Website
"intercontinental hotels group, ",2017-04-14 00:00:00,,['New Hampshire'],UNK,,,"April 14, 2017",,,,Hospitality,https://www.doj.nh.gov/consumer/security-breaches/documents/intercontinental-hotels-20170414.pdf,,,,7,www.ihgplc.com
intercontinentalhotelsgroupresourcesinc,2016-04-24 00:00:00,150.0,['Indiana'],UNK,2016-05-23 00:00:00,,2016-04-24 00:00:00,,,,,,,,,7,
"intergraph, ",2007-07-16 00:00:00,,['New Hampshire'],UNK,,,"July 16, 2007",,,,Software Geographic Information Systems [httpgraph/--ID__13799--/free-co-factsheet.xhtml],https://www.doj.nh.gov/consumer/security-breaches/documents/intergraph-20070716.pdf,,Hexagon,,7,.intergraph.com
"interline brands, inc.",2015-08-21 00:00:00,,['Maryland'],UNK,,,8/21/2015,,,,WholesaleDistributionRetail,,,The Home Depot (2015–present),,1,www.interlinebrands.com
"intermountainmanagement,llc",2017-02-03 00:00:00,3918.0,"['Indiana', 'Washington', 'Wisconsin']",UNK,2017-02-21 00:00:00,,2017-02-03 00:00:00,,,,,,,,,7,
"intermountainmanagement,llc",2017-02-22 00:00:00,1.0,"['Maryland', 'New Hampshire']",UNK,,,2/22/2017,,,,Retail / Grocery,,,,,1,www.albertsons.com
"intermountainmanagement,llc","February 3, 2017",124.0,['Wisconsin'],UNK,"February 21, 2017",,"February 3, 2017",,,,Retail / Grocery,,,,,7,www.albertsons.com
internal revenue service,February,100000.0,['Wisconsin'],UNK,2015-05-26 00:00:00,,February - May 2015,, May 2015,,,,,,,7,
"international association of sheet metal, air, rail & transport workers, sheet metal workers’ local",10/3/2016,,['Oregon'],UNK,,,10/3/2016,,,,,,,,12/30/2016,7,
"international association of sheet metal, air, rail & transport workers, sheet metal workers’ local",2016-10-03 00:00:00,,['Oregon'],UNK,,,10/3/2016,,,,,,,,2016-12-30 00:00:00,7,
"international association of sheet metal, air, rail & transport workers, sheet metal workers’ local union no. 104",2016-10-03 00:00:00,6.0,"['Maine', 'California']",UNK,2016-12-30 00:00:00,,2016-10-03 00:00:00,,,,,,,,,7,
"international association of sheet metal, air, rail &amp; transport workers, sheet metal workersâ€™ local",2016-12-30 00:00:00,10.0,['Maryland'],UNK,,,12/30/2016,,,,,,,,,6,
"international checkout, ",2011-11-23 00:00:00,,['New Hampshire'],UNK,,,"November 23, 2011",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/international-checkout-20111123.pdf,,,,7,
international code council,2016-04-25 00:00:00,,['California'],UNK,,,"04/25/2016, 07/11/2016",,2016-07-11 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66065,,,2017-01-27 00:00:00,7,
international code council,2017-01-27 00:00:00,,['New Hampshire'],UNK,,,"January 27, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/international-code-council-20170127.pdf,,,,7,
international code council,4/25/16 - 5/24/16 & 7/11/16 - 9/14/16 (discovered 12/16/16),30.0,['Maine'],UNK,2017-01-27 00:00:00,,4/25/16 - 5/24/16 & 7/11/16 - 9/14/16 (discovered 12/16/16),,,,,,,,,7,
"international coffee & tea, llc",2015-01-27 00:00:00,,['California'],UNK,,,01/27/2015,,,,Restaurants Retail coffee and tea,https://oag.ca.gov/ecrime/databreach/reports/sb24-55652,,"International Coffee & Tea, LLC",2015-04-27 00:00:00,7,www.coffeebean.com
international council of shopping centers,2017-09-15 00:00:00,175.0,"['Maryland', 'New Hampshire']",UNK,,,9/15/2017,,,,,,,,,1,
international council of shopping centers,2017-10-16 00:00:00,,['New Hampshire'],UNK,,,"October 16, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/international-council-shopping-20171016.pdf,,,,7,
"international council of shopping centers (""icsc"")",Update to the 9/15/17 Notice,4.0,['Maine'],UNK,2017-10-16 00:00:00,,Update to the 9/15/17 Notice,,,,,,,,,7,
"international council of shopping centers (""icsc"") - update",2017-09-15 00:00:00,4.0,['Maine'],UNK,2017-10-16 00:00:00,,2017-09-15 00:00:00,,,,,,,,,7,
"international dairy queen, inc.",8/1/14 - 8/30/14,,['Maine'],UNK,2014-10-09 00:00:00,,8/1/14 - 8/30/14,,,,Restaurant,,,Berkshire Hathaway,,7,dairyqueen.com
"international e-z up, inc.",2016-09-30 00:00:00,1.0,['Maine'],UNK,2016-10-26 00:00:00,,2016-09-30 00:00:00,,,,,,,,,7,
"international e-z up, inc.",2016-10-26 00:00:00,4.0,['Maryland'],UNK,,,10/26/2016,,,,Aerospace industryAutomotive industryDefence industry,,,,,1,www.textron.com
"international e-z up, inc.",2018-05-11 00:00:00,,['California'],UNK,,,"05/11/2018, 08/02/2018",,2018-08-02 00:00:00,,Aerospace industryAutomotive industryDefence industry,https://oag.ca.gov/ecrime/databreach/reports/sb24-143759,,,2019-01-11 00:00:00,7,www.textron.com
"international e-z up, inc.",2019-01-11 00:00:00,136.0,['Maryland'],UNK,,,1/11/2019,,,,Aerospace industryAutomotive industryDefence industry,,,,,1,www.textron.com
international mission board,2018-04-11 00:00:00,,['Washington'],UNK,,,04/11/2018,,,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/InternationalMissionBoard.2018-07-06%20%281%29.pdf,,,2018-07-06 00:00:00,7,
international mission board,2018-07-06 00:00:00,955.0,"['Maryland', 'New Hampshire']",UNK,,,7/6/2018,,,,,,,,,1,
"international mission board ""imb""",Discovered 4/11/18,101.0,['Maine'],UNK,2018-07-06 00:00:00,,Discovered 4/11/18,,,,,,,,,7,
"international society of explosives engineers (""isee""), ",2018-10-26 00:00:00,,['New Hampshire'],UNK,,,"October 26, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/isee-20181026.pdf,,,,7,
"international sos assistance, inc",2013-08-24 00:00:00,,['California'],UNK,,,08/24/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-43074,,,2013-10-25 00:00:00,7,
"international sos assistance, inc",2013-10-24 00:00:00,,['New Hampshire'],UNK,,,"October 24, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/international-sos-20131024.pdf,,,,7,
international vapor group,2018-06-30 00:00:00,,['California'],UNK,,,06/30/2018,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-145389,,,2019-03-12 00:00:00,7,
"internationalassociationofsheetmetal,air,rail&transportworkers",2016-10-03 00:00:00,25156.0,['Indiana'],UNK,2016-12-30 00:00:00,,2016-10-03 00:00:00,,,,,,,,,7,
"internationalcodecouncil,inc.",2016-04-25 00:00:00,11101.0,['Indiana'],UNK,2016-01-11 00:00:00,,2016-04-25 00:00:00,,,,,,,,,7,
internationalmanagementadvisorsltd,2018-04-26 00:00:00,696.0,"['Maine', 'Indiana']",UNK,2018-06-08 00:00:00,,2018-04-26 00:00:00,,,,,,,,,7,
internationalsocietyofexplosivesengineers,2018-08-09 00:00:00,133.0,['Indiana'],UNK,2018-10-26 00:00:00,,2018-08-09 00:00:00,,,,,,,,,7,
internationalsocietyofexplosivesengineers,2018-10-26 00:00:00,3.0,['Maryland'],UNK,,,10/26/2018,,,,,,,,,1,
internet chess club,2016-07-19 00:00:00,31.0,"['Maryland', 'New Hampshire']",UNK,,,7/19/2016,,,,,,,,,7,www.chessclub.com
internet corporation for assigned names and numbers - icann,2015-07-31 00:00:00,,['California'],UNK,,,07/31/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-57383,,,2015-08-12 00:00:00,7,
internetchessclubinc,2016-04-01 00:00:00,1651.0,"['Maine', 'Indiana']",UNK,2016-07-19 00:00:00,,2016-04-01 00:00:00,,,,,,,,,7,
interpreters unlimited,2017-03-09 00:00:00,3.0,['Maryland'],UNK,,,3/9/2017,,,,,,,,,6,
"interpublic group, towers perrin, the, ",2007-01-25 00:00:00,,['New Hampshire'],UNK,,,"January 25, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/interpublic-group-20070125.pdf,,,,7,
interstate batteries,2018-07-05 00:00:00,1.0,['Maryland'],UNK,,,7/5/2018,,,,,,,,,1,interstatebatteries.com
"interstate hotels &amp; resorts, inc.",2016-03-24 00:00:00,26.0,['Maryland'],UNK,,,3/24/2016,,,,AutomotiveEnergy storage,,,,,7,Tesla.com
"interstateplastics,inc.",10/27/17-12/23/17,6.0,['Maine'],UNK,2018-03-06 00:00:00,,10/27/17-12/23/17,,,,,,,,,7,
"interstateplastics,inc.",2017-10-27 00:00:00,1031.0,"['Indiana', 'Maryland', 'New Hampshire']",UNK,2018-03-06 00:00:00,,2017-10-27 00:00:00,,,,Computer hardware Computer software Consumer electronics Digital distribution Fabless silicon design Semiconductors Corporate venture capital Financial services Financial technology,,,,,7,www.apple.com
"interstateplastics,inc.",2018-03-06 00:00:00,16.0,"['Maryland', 'New Hampshire']",UNK,,,3/6/2018,,,,,,,,,1,
"interstateplastics,inc.",5/29/17-8/25/17,16.0,['Maine'],UNK,2017-10-25 00:00:00,,5/29/17-8/25/17,,,,,,,,,7,
interstitial cystitis network,2015-10-01 00:00:00,1.0,['Maine'],UNK,2015-11-18 00:00:00,,2015-10-01 00:00:00,,,,,,,,,7,
interstitial cystitis network,2015-10-27 00:00:00,33.0,['Maryland'],UNK,,,10/27/2015,,,,,,,,,7,
interstitial cystitis network,4/6/15 (discovered 10/1/15),7.0,['Maine'],UNK,2015-10-26 00:00:00,,4/6/15 (discovered 10/1/15),,,,,,,,,7,
intervalinternationalinc,1/1/16-12/2/17 (discovered 3/21/18),5.0,['Maine'],UNK,2018-04-04 00:00:00,,1/1/16-12/2/17 (discovered 3/21/18),,,,,,,,,7,
intervalinternationalinc,2016-01-01 00:00:00,1413.0,['Indiana'],UNK,2018-04-04 00:00:00,,2016-01-01 00:00:00,,,,,,,,,7,
intervalinternationalinc,2018-04-05 00:00:00,,['New Hampshire'],UNK,,,"April 05, 2018",,,,Hospitality,https://www.doj.nh.gov/consumer/security-breaches/documents/interval-20180405.pdf,,,,7,ilg.com
intervalinternationalinc,2018-04-06 00:00:00,44.0,['Maryland'],UNK,,,4/6/2018,,,,Hospitality,,,,,1,ilg.com
"intest corporation, ",2017-03-13 00:00:00,,['New Hampshire'],UNK,,,"March 13, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/intest-20170313.pdf,,,,7,
intex recreation corp (paper),2016-09-01 00:00:00,26.0,['Maine'],UNK,2017-04-17 00:00:00,,2016-09-01 00:00:00,,,,,,,,,7,
intex recreation corp.,2016-02-24 00:00:00,,['California'],UNK,,,"02/24/2016, 12/14/2016",,2016-12-14 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66423,,,2017-02-20 00:00:00,7,
intex recreation corp.,2016-04-14 00:00:00,,['Washington'],UNK,,,04/14/2016 to 12/14/2016,,2016-12-14 00:00:00,,,https://agportal-s3bucket.s3.amazonaws.com/Intex%20Recreation%20Corp%202017-02-22.pdf,,,2017-02-22 00:00:00,7,
intex recreation corp.,2016-04-24 00:00:00,58424.0,"['Indiana', 'Oregon']",UNK,2017-02-21 00:00:00,,2016-04-24 00:00:00,,,,,,,,,7,
intex recreation corp.,2017-02-16 00:00:00,769.0,['Maryland'],UNK,,,2/16/2017,,,,,,,,,1,
intex recreation corp.,2017-02-22 00:00:00,,['New Hampshire'],UNK,,,"February 22, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/intex-20170222.pdf,,,,7,
intex recreation corp.,4/24/16-12/4/16,380.0,['Maine'],UNK,2017-02-16 00:00:00,,4/24/16-12/4/16,,,,,,,,,7,
intex recreation corp.,4/24/2016,,['Oregon'],UNK,"Thursday, February 23, 2017","Friday, February 3, 2017",4/24/2016 - 12/14/2016,,12/14/2016,,,,,,02/27/2017,7,
"intimacy management company, ",2015-06-03 00:00:00,,['New Hampshire'],UNK,,,"June 03, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/intimacy-management-20150603.pdf,,,,7,
intimacy mangement company,12/15/14 - 4/30/15 (discovered on 5/5/15,5.0,['Maine'],UNK,2015-06-03 00:00:00,,12/15/14 - 4/30/15 (discovered on 5/5/15,,,,,,,,,7,
intouch credit union,2017-11-08 00:00:00,197.0,"['Maryland', 'New Hampshire']",UNK,,,11/8/2017,,,,,,,,,1,
intuit,2014-02-01 00:00:00,,['California'],UNK,,,"02/01/2014, 02/27/2015",,2015-02-27 00:00:00,,Enterprise software,https://oag.ca.gov/ecrime/databreach/reports/sb24-49249,,,2015-04-06 00:00:00,7,Intuit.com
intuit,2016-08-04 00:00:00,3.0,['Maryland'],UNK,,,8/4/2016,,,,Enterprise software,,,,,1,Intuit.com
intuit,2016-08-22 00:00:00,6.0,['Maryland'],UNK,,,8/22/2016,,,,Enterprise software,,,,,1,Intuit.com
intuit,2016-10-04 00:00:00,,['Maryland'],UNK,,,10/4/2016,,,,Enterprise software,,,,,1,Intuit.com
intuit,2017-02-09 00:00:00,12.0,['Maryland'],UNK,,,2/9/2017,,,,Enterprise software,,,,,1,Intuit.com
intuit,2017-03-01 00:00:00,175.0,['Maryland'],UNK,,,3/1/2017,,,,Enterprise software,,,,,1,Intuit.com
intuit,2017-04-03 00:00:00,4.0,['Maryland'],UNK,,,4/3/2017,,,,Enterprise software,,,,,1,Intuit.com
"intuit, inc. (email & paper)",2017-02-21 00:00:00,2.0,['Maine'],UNK,2017-03-10 00:00:00,,2017-02-21 00:00:00,,,,,,,,,7,
"intuit, inc. (email & paper)",2017-03-19 00:00:00,2.0,['Maine'],UNK,2017-04-03 00:00:00,,2017-03-19 00:00:00,,,,,,,,,7,
intuitinc,10/12/15-10/20/15,24.0,['Maine'],UNK,2015-11-17 00:00:00,,10/12/15-10/20/15,,,,,,,,,7,
intuitinc,10/2014-March 2015 (Discovered 3/15/15,40.0,['Maine'],UNK,2015-04-14 00:00:00,,10/2014-March 2015 (Discovered 3/15/15,,,,,,,,,7,
intuitinc,12/31/2015 (discovered 12/8/15; 12/24/15),10.0,['Maine'],UNK,2016-01-15 00:00:00,,12/31/2015 (discovered 12/8/15; 12/24/15),,,,,,,,,7,
intuitinc,2/2014-9/8/2014 (discovered 2/13/15),24.0,['Maine'],UNK,2015-02-15 00:00:00,,2/2014-9/8/2014 (discovered 2/13/15),,,,,,,,,7,
intuitinc,2008-09-05 00:00:00,,['New Hampshire'],UNK,,,"September 05, 2008",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20080905.pdf,,,,7,Intuit.com
intuitinc,2015-02-11 00:00:00,,['New Hampshire'],UNK,,,"February 11, 2015",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20150211.pdf,,,,7,Intuit.com
intuitinc,2015-02-15 00:00:00,100.0,['Maryland'],UNK,,,2/15/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2015-09-17 00:00:00,1.0,['Maine'],UNK,2015-10-27 00:00:00,,2015-09-17 00:00:00,,,,,,,,,7,
intuitinc,2015-10-29 00:00:00,2.0,['Maryland'],UNK,,,10/29/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2015-11-18 00:00:00,152.0,['Maryland'],UNK,,,11/18/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2015-11-30 00:00:00,3.0,['Maryland'],UNK,,,11/30/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2015-12-07 00:00:00,4.0,['Maryland'],UNK,,,12/7/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2015-12-08 00:00:00,892.0,['Indiana'],UNK,2016-01-15 00:00:00,,2015-12-08 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2015-12-23 00:00:00,,['New Hampshire'],UNK,,,"December 23, 2015",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20151223.pdf,,,,7,Intuit.com
intuitinc,2015-12-28 00:00:00,4.0,['Maryland'],UNK,,,12/28/2015,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-01-19 00:00:00,15.0,['Maryland'],UNK,,,1/19/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-01-21 00:00:00,209.0,['Indiana'],UNK,2016-02-09 00:00:00,,2016-01-21 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-02-04 00:00:00,2.0,['Maine'],UNK,2016-03-02 00:00:00,,2016-02-04 00:00:00,,,,,,,,,7,
intuitinc,2016-02-10 00:00:00,1.0,['Maryland'],UNK,,,2/10/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-02-24 00:00:00,1.0,['Maine'],UNK,2016-03-16 00:00:00,,2016-02-24 00:00:00,,,,,,,,,7,
intuitinc,2016-02-29 00:00:00,1002.0,['Indiana'],UNK,2016-03-16 00:00:00,,2016-02-29 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-02 00:00:00,,['New Hampshire'],UNK,,,"March 02, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160302.pdf,,,,7,Intuit.com
intuitinc,2016-03-03 00:00:00,5.0,['Maryland'],UNK,,,3/3/2016,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-07 00:00:00,1946.0,['Indiana'],UNK,2016-04-01 00:00:00,,2016-03-07 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-09 00:00:00,30.0,['Maryland'],UNK,,,3/9/2016,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-11 00:00:00,1048.0,['Indiana'],UNK,2016-04-13 00:00:00,,2016-03-11 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-14 00:00:00,,['New Hampshire'],UNK,,,"March 14, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160316.pdf,,,,7,Intuit.com
intuitinc,2016-03-17 00:00:00,19.0,['Maryland'],UNK,,,3/17/2016,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-22 00:00:00,3298.0,['Indiana'],UNK,2016-04-28 00:00:00,,2016-03-22 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-03-29 00:00:00,903.0,['Indiana'],UNK,2016-10-17 00:00:00,,2016-03-29 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-04-01 00:00:00,,['New Hampshire'],UNK,,,"April 01, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160401.pdf,,,,7,Intuit.com
intuitinc,2016-04-04 00:00:00,174.0,['Maryland'],UNK,,,4/4/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-04-06 00:00:00,2125.0,['Indiana'],UNK,2016-05-09 00:00:00,,2016-04-06 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-04-13 00:00:00,,['New Hampshire'],UNK,,,"April 13, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160413.pdf,,,,7,Intuit.com
intuitinc,2016-04-14 00:00:00,38.0,['Maryland'],UNK,,,4/14/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-04-28 00:00:00,,['New Hampshire'],UNK,,,"April 28, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160428.pdf,,,,7,Intuit.com
intuitinc,2016-04-29 00:00:00,52.0,['Maryland'],UNK,,,4/29/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-05-02 00:00:00,2402.0,['Indiana'],UNK,2016-05-26 00:00:00,,2016-05-02 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-05-09 00:00:00,,['New Hampshire'],UNK,,,"May 09, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160509.pdf,,,,7,Intuit.com
intuitinc,2016-05-10 00:00:00,38.0,['Maryland'],UNK,,,5/10/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-05-16 00:00:00,572.0,['Indiana'],UNK,2016-06-10 00:00:00,,2016-05-16 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-05-26 00:00:00,,['New Hampshire'],UNK,,,"May 26, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160526.pdf,,,,7,Intuit.com
intuitinc,2016-05-27 00:00:00,28.0,['Maryland'],UNK,,,5/27/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-06-09 00:00:00,550.0,['Indiana'],UNK,2016-06-21 00:00:00,,2016-06-09 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-06-10 00:00:00,,['New Hampshire'],UNK,,,"June 10, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160610.pdf,,,,7,Intuit.com
intuitinc,2016-06-13 00:00:00,237.0,"['Indiana', 'Maryland']",UNK,2016-07-11 00:00:00,,2016-06-13 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-06-21 00:00:00,,['New Hampshire'],UNK,,,"June 21, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160621.pdf,,,,7,Intuit.com
intuitinc,2016-06-22 00:00:00,2.0,['Maryland'],UNK,,,6/22/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-06-26 00:00:00,358.0,['Indiana'],UNK,2016-08-03 00:00:00,,2016-06-26 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-07-11 00:00:00,,['New Hampshire'],UNK,,,"July 11, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160711.pdf,,,,7,Intuit.com
intuitinc,2016-07-12 00:00:00,21.0,['Maryland'],UNK,,,7/12/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-08-03 00:00:00,313.0,"['Maine', 'Indiana']",UNK,2016-08-19 00:00:00,,2016-08-03 00:00:00,,,,,,,,,7,
intuitinc,2016-08-22 00:00:00,1.0,['Maine'],UNK,2016-09-15 00:00:00,,2016-08-22 00:00:00,,,,,,,,,7,
intuitinc,2016-09-12 00:00:00,311.0,['Indiana'],UNK,2016-09-23 00:00:00,,2016-09-12 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-09-15 00:00:00,,['New Hampshire'],UNK,,,"September 15, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160915.pdf,,,,7,Intuit.com
intuitinc,2016-09-16 00:00:00,2.0,['Maryland'],UNK,,,9/16/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-09-26 00:00:00,7.0,['Maryland'],UNK,,,9/26/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-10-17 00:00:00,11.0,"['Maryland', 'New Hampshire']",UNK,,,10/17/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-10-23 00:00:00,245.0,['Indiana'],UNK,2016-11-18 00:00:00,,2016-10-23 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-10-30 00:00:00,28.0,['Indiana'],UNK,2016-11-10 00:00:00,,2016-10-30 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2016-11-04 00:00:00,,['New Hampshire'],UNK,,,"November 04, 2016",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20161104.pdf,,,,7,Intuit.com
intuitinc,2016-11-22 00:00:00,524.0,"['Maine', 'Indiana']",UNK,2016-12-02 00:00:00,,2016-11-22 00:00:00,,,,,,,,,7,
intuitinc,2016-12-02 00:00:00,1.0,"['Maryland', 'New Hampshire']",UNK,,,12/2/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2016-12-12 00:00:00,9.0,"['Maryland', 'New Hampshire']",UNK,,,12/12/2016,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-01-05 00:00:00,,['Maryland'],UNK,,,1/5/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-01-10 00:00:00,1.0,['Maine'],UNK,2017-01-20 00:00:00,,2017-01-10 00:00:00,,,,,,,,,7,
intuitinc,2017-01-12 00:00:00,597.0,['Indiana'],UNK,2017-01-26 00:00:00,,2017-01-12 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-01-20 00:00:00,,['Maryland'],UNK,,,1/20/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-01-22 00:00:00,519.0,['Indiana'],UNK,2017-02-01 00:00:00,,2017-01-22 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-01-26 00:00:00,16.0,"['Maryland', 'New Hampshire']",UNK,,,1/26/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-01-29 00:00:00,2969.0,['Indiana'],UNK,2017-02-09 00:00:00,,2017-01-29 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-01-30 00:00:00,5869.0,['Indiana'],UNK,2017-02-21 00:00:00,,2017-01-30 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-01-31 00:00:00,5.0,['Maine'],UNK,2017-02-09 00:00:00,,2017-01-31 00:00:00,,,,,,,,,7,
intuitinc,2017-02-01 00:00:00,5.0,"['Maryland', 'New Hampshire']",UNK,,,2/1/2017,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-02-09 00:00:00,2338.0,"['Indiana', 'New Hampshire']",UNK,2017-03-01 00:00:00,,2017-02-09 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-02-13 00:00:00,1.0,['Maine'],UNK,2017-02-21 00:00:00,,2017-02-13 00:00:00,,,,,,,,,7,
intuitinc,2017-02-20 00:00:00,5123.0,['Indiana'],UNK,2017-03-10 00:00:00,,2017-02-20 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-02-21 00:00:00,68.0,"['Maryland', 'New Hampshire']",UNK,,,2/21/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-02-28 00:00:00,2822.0,['Indiana'],UNK,2017-03-17 00:00:00,,2017-02-28 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-03-10 00:00:00,,['New Hampshire'],UNK,,,"March 10, 2017",,,,Enterprise software,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170310.pdf,,,,7,Intuit.com
intuitinc,2017-03-12 00:00:00,1048.0,['Indiana'],UNK,2017-03-29 00:00:00,,2017-03-12 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-03-17 00:00:00,92.0,"['Maryland', 'New Hampshire']",UNK,,,3/17/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-03-21 00:00:00,32.0,['Maryland'],UNK,,,3/21/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-03-29 00:00:00,1.0,['Maryland'],UNK,,,3/29/2017,,,,Enterprise software,,,,,1,Intuit.com
intuitinc,2017-04-02 00:00:00,845.0,['Indiana'],UNK,2017-04-17 00:00:00,,2017-04-02 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
intuitinc,2017-04-06 00:00:00,64.0,['Indiana'],UNK,2014-04-24 00:00:00,,2017-04-06 00:00:00,,,,Enterprise software,,,,,7,Intuit.com
