Link to PDF,Dates of Breach,Name of Entity,State Reported,Source(s),Start Date of Breach,End Date of Breach
https://www.doj.nh.gov/consumer/security-breaches/documents/hilton-20070927.pdf,"September 27, 2007","Hilton, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-09-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hi-tec-20160511.pdf,"May 11, 2016","Hi-Tec, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hi-tec-20160429.pdf,"April 29, 2016","Hi-Tec, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/holiday-motel-20141201.pdf,"December 01, 2014","Holiday Motel, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-12-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/holstein-association-20160822.pdf,"August 22, 2016","Holstein Association USA, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-08-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-box-office-20171030.pdf,"October 30, 2017","Home Box Office, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/homebrewit-20181119.pdf,"November 19, 2018","B.T.C.E., Inc. d/b/a HomeBrewIt.com,     ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20140909.pdf,"September 09, 2014","Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-09-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20140527.pdf,May 27 2014,"Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-05-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20140314.pdf,March 14 2014,"Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-03-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20140210.pdf,February 10 2014,"Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-02-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20120416.pdf,April 16 2012,"Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-04-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20071005.pdf,"October 05, 2007","Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-10-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070524.pdf,"May 24, 2007","Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-05-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070502.pdf,"May 02, 2007","Home Depot, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-05-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-little-wanderers-20160425.pdf,"April 25, 2016","Home for Little Wanderers, The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/homeland-funding-20070323.pdf,"March 23, 2007","Homeland Funding Solutions, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-03-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-point-20170908.pdf,"September 08, 2017","Home Point Financial Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/home-point-20170620.pdf,"June 20, 2017","Home Point Financial Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/honigs-whistle-stop-20161109.pdf,"November 09, 2016","Honig's Whistle Stop, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-11-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/honigs-whistle-stop-20150511.pdf,"May 11, 2015","Honigs Whistle Stop, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-05-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/honor-flight20170124.pdf,"January 24, 2017","Honor Flight New England, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/horizon-healthcare-20131206.pdf,"December 06, 2013","Horizon Healthcare Services, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-12-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/horry-telephone-20120216.pdf,"February 16, 2012","Horry Telephone Cooperative, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-02-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/horton-group-20171206.pdf,"December 06, 2017","Horton Group, Inc., The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hotel-beacon-20150519.pdf,"May 19, 2015","Hotel Beacon, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-05-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hotel-zeloz-20170328.pdf,"March 28, 2017","Hotel Zelos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hourglass-20190219.pdf,"February 19, 2019","Hourglass, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-02-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/howe-riley-howe-20150408.pdf,"April 08, 2015","Howe Riley & Howe PLLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-finance-20150410.pdf,"April 10, 2015","HSBC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-20131129.pdf,"November 29, 2013","HSBC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-11-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-20080425.pdf,"April 25,2008","HSBC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-04-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-bank-20181127.pdf,"November 27, 2018","HSBC Bank USA, National Association,   ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-bank-20181105.pdf,"November 05, 2018","HSBC Bank USA, National Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-20150724.pdf,"July 24, 2015","HSBC Bank USA National Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-07-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-bank-20130131.pdf,"January 31, 2013","HSBC Bank, USA, National Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-beneficial-20091120.pdf,"November 20, 2009","HSBC Beneficial New Hampshire, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-11-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-finance-20091120.pdf,"November 20, 2009","HSBC Finance Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-11-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-mortgage-20091120.pdf,"November 20, 2009","HSBC Mortgage Services, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-11-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hsbc-taxpayer-20091120.pdf,"November 20, 2009","HSBC Taxpayer Financial Services, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-11-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hudsons-bay-20180427.pdf,"April 27, 2018","Hudson's Bay Company (HBC), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hudson-structured-20170110.pdf,"January 10, 2018","Hudson Structured Capital Management Ltd., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-01-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hudson-valley-college-20131016.pdf,"October 16, 2013","Hudson Valley Community College, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-10-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/human-resource-advantage-20140325.pdf,"March 25, 2014","Human Resource Advantage, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-03-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/humana-20180622.pdf,"June 22, 2018","Humana, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/humana-20180604.pdf,"June 04, 2018","Humana, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-06-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/humana-20121217.pdf,"December 17, 2012","Humana, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-12-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/humana-20060621.pdf,"June 21, 2006","Humana, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2006-06-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/humangood-20171030.pdf,"October 30, 2017","HumanGood, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/huntingtons-disease-20131213.pdf,"December 13, 2013","Huntington's Disease Society of America (HDSA), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-12-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/huntingtons-disease-20130722.pdf,"July 22, 2013","Huntington's Disease Society of America (HDSA), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-07-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/huron-consulting-20080715.pdf,"July 15, 2008","Huron Consulting Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-07-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hutchinson-bloodgood-20170310.pdf,"March 10, 2017","Hutchinson and Bloodgood, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hutton-hotel-20169030.pdf,"September 30, 2016","Hutton Hotel, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hyatt-centric-20170807.pdf,"August 07, 2017","Hyatt Centric, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hyatt-hotel-20171012.pdf,"October 12, 2017","Hyatt Hotels Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/hyundai-20130703.pdf,"July 03, 2013","Hyundai Motor America, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-07-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/iap-worldwide-20160909.pdf,"September 09, 2016","IAP Worldwide Services, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-09-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/iap-worldwide-20160713.pdf,"July 13, 2016","IAP Worldwide Services, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-07-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ibm-20070426.pdf,"April 26, 2007","IBM, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-04-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/icf-20180302.pdf,"March 02, 2018","ICF, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/icg-america-20130924.pdf,"September 24, 2013","ICG America, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-09-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ideastream-20171130.pdf,"November 30, 2017","IdeaStream Consumer Products, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/identity-safeguards20080310.pdf,"March 10, 2008","identitySafeguards, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-03-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ideo-org-20161109.pdf,"November 09, 2016","IDEO.org, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-11-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/id-experts-20090127.pdf,"January 27, 2009","ID Experts, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-01-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/id-parts-20141218.pdf.pdf,"December 18, 2014","ID Parts, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-12-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ieee-20110224.pdf,"February 24, 2011","IEEE, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-02-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ih-mississippi-20171201.pdf,"December 01, 2017","IH Mississippi Valley Credit Union (IHMVCU), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ihs-20130502.pdf,"May 02, 2013","IHS Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-05-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ilkb-20170411.pdf,"April 11, 2017","ILKB, LLC., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ilkb-20170306.pdf,"March 06, 2017","ILKB, LLC., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ima-20160719.pdf,"July 19, 2016","IMA (Institute of Management Accountants), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-07-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/imagei-technologies-20190130.pdf,"January 30, 2019","Image-I-Nation Technologies, Inc.,  ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/image-group-20171128.pdf,"November 28, 2017","Image Group, The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-11-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/image-group-20080929.pdf,"September 29, 2008","Image Group, The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-09-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/imhoff-associates-20140929.pdf,"September 29, 2014","Imhoff and Associates, P.C., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-09-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/imhoff-associates-20140826.pdf,"August 26, 2014","Imhoff and Associates, P.C., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-08-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/immigrant-legal-20090410.pdf,"April 10, 2009","Immigrant Legal Resource Center, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-04-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/impactassets-20181105.pdf,"November 05, 2018","ImpactAssets Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/impairment-sedgwick-20120320.pdf,"March 20, 2012","Impairment Resources/Sedgwick Claims Management Services, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-03-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/impairment-resources-20120213.pdf,"February 13, 2012","Impairment Resources, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-02-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/imprivata-20181129.pdf,"November 29, 2018","Imprivata, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-29 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/incipio-20170524.pdf,"May 24, 2017","Incipio, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/incorporating-services-20120502.pdf,"May 02, 2012","Incorporating Services, Ltd. (ISL), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-05-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/independent-services-network-20170131.pdf,"January 31, 2017","Independent Services Network, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/indiana-state-medical-20150306.pdf,"March 06, 2015","Indiana State Medical Association, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/indie-research-20120417.pdf,"April 17, 2012","Indie Research, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-04-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/indigo-wild-20170512.pdf,"May 12, 2017","Indigo Wild, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/indique-hair-20161205.pdf,"December 05, 2016","Indique Hair, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-12-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/infinite-computer-solutions-20170901.pdf,"September 01, 2017","Infinite Computer Solutions, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/infogroup-20110412.pdf,"April 12, 2011","infogroup, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-04-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/information-innovtors-20160303.pdf,"March 03, 2016","Information Innovators Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ingenix-20110106.pdf,"January 06, 2011","Ingenix, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-01-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ingersoll-rand-20061110.pdf,"November 10, 2006","Ingersoll Rand, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2006-11-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ing-funds-20100203.pdf,"February 03, 2010","ING Funds, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-02-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ingis-20170714.pdf,"July 14, 2017","Ingis & Company, PA,",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inmoment-20170314.pdf,"March 14, 2017","InMoment, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/innodata-isogen-20090105.pdf,"January 05, 2009","Innodata Isogen, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2009-01-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/innotek-20100126.pdf,"January 26, 2010","Innotek, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-01-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inogen-20180413.pdf,"April 13, 2018","Inogen, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inova-health-20181105.pdf,"November 05, 2018","Inova Health System, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inova-health-system-20130307.pdf,"March 07, 2013","Inova Health System, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-03-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inovis-20100615.pdf,"June 15, 2010","Inovis, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-06-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inspire-home-loans-20180209.pdf,"February 09, 2018","Inspire Home Loans Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-02-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inspired-by-20171207.pdf,"December 07, 2017","Inspired by…Inc. dba MFTstamps.com (MFT), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/institute-financial-markets-20150512.pdf,"May 12, 2015","Institute for Financial Markets, The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-05-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/institute-supply-management-20180403.pdf,"April 03, 2018","Institute for Supply Management (ISM), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/integrated-practice-20180522.pdf,"May 22, 2018","Integrated Practice Solutions, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-05-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/integrity-transitional-20161014.pdf,"October 14, 2016","Integrity Transitional Hospital, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-10-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/intercontinental-hotels-20170414.pdf,"April 14, 2017","InterContinental Hotels Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/inter-continental-hotels-20130830.pdf,"August 30, 2013","Inter-Continental Hotels Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-08-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interactive-financial-20080818.pdf,"August 18, 2008","Interactive Financial, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-08-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interbank-fx-20080409.pdf,"April 09, 2008","Interbank FX, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2008-04-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/intergraph-20070716.pdf,"July 16, 2007","Intergraph, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-07-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/intermountain-20170222.pdf,"February 22, 2017","InterMountain Management, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-checkout-20111123.pdf,"November 23, 2011","International Checkout, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-11-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-code-council-20170127.pdf,"January 27, 2017","International Code Council, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-council-shopping-20171016.pdf,"October 16, 2017","International Council of Shopping Centers, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-council-shopping-20170915.pdf,"September 15, 2017","International Council of Shopping Centers, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-mission-20180706.pdf,July 06 2018,"International Mission Board, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/isee-20181026.pdf,"October 26, 2018","International Society of Explosives Engineers (""ISEE""), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-10-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/international-sos-20131024.pdf,"October 24, 2013","International SOS Assistance, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-10-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/internet-chess-club-20160719.pdf,"July 19, 2016","Internet Chess Club, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-07-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interpublic-group-20070125.pdf,"January 25, 2007","Interpublic Group, Towers Perrin, The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-01-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interstate-plastics-20180306.pdf,"March 06, 2018","Interstate Plastics, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interstate-plastics-20171027.pdf,"October 27, 2017","Interstate Plastics, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/interval-20180405.pdf,"April 05, 2018","Interval International, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-04-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/intest-20170313.pdf,"March 13, 2017","inTEST Corporation, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-13 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/intex-20170222.pdf,"February 22, 2017","Intex Recreation Corp., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-22 00:00:00,
