Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2018-09-21,,Hearthmark LLC  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-26,2017-11-29,Heartland Benefit Plan Administrators  LLC ,55 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-29
2018-10-25,2018-09-25,Heartland Hotel Corporation  Data Breach ,2011 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-25
2018-07-20,2018-04-20,Helly Hansen AS  Data Breach ,3817 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-20
2018-11-02,2018-09-01,Hemenwayand Barnes  Data Breach ,2116 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-01
2018-08-22,2018-08-11,Hoosier Hills Credit Union  Data Breach ,150 (150 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-11
2018-08-31,2018-03-01,Hopebridge LLC  Data Breach ,23 (18 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-01
,2018-03-05,HRUInc  Data Breach ,35 (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-05
2018-06-12,2018-03-05,HRUInc  Data Breach ,35 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-05
2018-11-26,2018-10-29,HSBCBank USANA  Data Breach ,903 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-29
2018-11-09,2018-10-04,HSBCBank USANA  Data Breach ,6733 (43 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-04
2018-07-23,2018-06-11,HSBCBank USANA  Data Breach ,935 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-11
2018-03-07,2018-02-12,Hudson River Health Care Inc ,1502 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-12
2018-04-27,2017-07-01,Hudsons Bay Company  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-01
2018-06-21,2018-06-03,Humana Inc  Data Breach ,249 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-03
2018-09-26,2018-09-18,Humana Inc  Data Breach ,6 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-18
2018-06-04,2018-01-17,Humana Inc  Data Breach ,6836 (72 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-09-26,2018-09-18,Humana Inc  Data Breach ,6 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-18
2018-08-28,2018-08-17,Humana Inc  Data Breach ,287 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-17
2018-09-21,2018-08-30,Humana Inc  Data Breach ,24 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-30
2018-02-16,2018-01-17,IBJMedia Corporation ,182 (164 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-10-12,2018-09-25,Illinois Auto Electric Co  Data Breach ,177 (46 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-25
2018-11-02,2018-08-28,Impact Assets Inc  Data Breach ,1216 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-28
2018-11-26,2018-09-04,Imprivata Inc  Data Breach ,103 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-04
2018-11-23,2018-05-11,Independence Community College  Data Breach ,4839 (20 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-11
2018-09-28,2018-06-05,Independent Office Productsand Furniture Dealers Association  Data Breach ,65 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-05
2018-07-16,2018-07-13,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-13
2018-11-08,2018-10-29,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-29
2018-04-20,,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-20,2018-03-08,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-08
2018-03-16,2018-03-08,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-08
2018-07-16,2018-07-13,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-13
2018-12-12,2018-12-12,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-12-12
2018-04-04,2018-03-28,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-28
2018-07-23,2018-07-10,Indiana Bureauof Motor Vehicles  Data Breach ,3 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-10
2018-09-04,2018-08-29,Indiana Bureauof Motor Vehicles  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-29
2018-12-10,2018-12-07,Indiana Departmentof Administration  Data Breach ,2 (0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-12-07
2018-05-21,2018-04-30,IDEM  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-30
2018-05-21,2018-02-16,IDEM  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-16
2018-01-22,2017-10-09,IDEM  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-09
2018-09-21,2017-10-05,Indiana Departmentof Environmental Management  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-05
,2017-09-04,IDEM  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-04
2018-06-12,2018-04-24,IDEM  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-24
2018-03-06,2018-02-13,Indiana Departmentof Workforce Development ,23 (22 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-13
2018-10-22,,Indiana Departmentof Workforce Development  Data Breach ,2645 (2259 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-15,2018-07-27,Indiana Departmentof Workforce Development  Data Breach ,555 (390 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-27
2018-12-21,2018-07-31,Indiana  Department  of  Workforce  Development ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-31
2018-12-21,2018-11-12,Indiana Departmentof Workforce Development ,11 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-12
,,Indiana Horse Racing Commission ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-17,2018-08-17,Indiana Public Retirement System  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-17
2018-09-21,2018-09-18,Indiana State Personnel Department  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-18
2018-10-24,2018-07-04,Indiana University  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-04
2018-10-09,2018-09-24,Indiana University  Data Breach ,22 (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-24
2018-02-21,2018-02-09,Indiana University  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-09
,,Indiana University  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-05,2018-01-31,Indiana University Health Inc ,92 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-06-11,2018-04-12,Indiana University Health Inc  Data Breach ,3 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-12
2018-11-29,2018-09-21,Indianapolis Airport Authority  Data Breach ,341 (332 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-21
2018-07-24,2018-06-21,Indianapolis Neighborhood Housing Partnership  Data Breach ,5 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-21
2018-10-12,2018-10-05,Indianapolis Neighborhood Housing Partnership  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-05
2018-02-16,2018-02-15,Innovate HR ,931 (225 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-02-16,2018-02-15,Innovate HR ,931 (225 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-04-13,2017-12-09,Inogen Inc  Data Breach ,29528 (843 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-09
2018-03-06,2018-01-23,Insight Private Advisors LLC ,55 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-23
2018-01-23,2017-11-30,Insight Sourcing Group  Spend HQ ,123 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-30
2018-09-17,2018-07-16,Insmed Inc  Data Breach ,522 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-16
2018-03-29,2017-12-01,Inspire Home Loans Inc  Data Breach ,5403 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-01
2018-04-05,2018-01-25,Institutefor Supply Management  Data Breach ,246 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-25
2018-05-18,2018-04-26,International Management Advisors Ltd  Data Breach ,696 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-26
2018-10-26,2018-08-09,International Societyof Explosives Engineers  Data Breach ,133 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-09
2018-03-06,2017-10-27,Interstate Plastics  Inc  ,1031 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-27
2018-04-04,2016-01-01,Interval International Inc  Data Breach ,1413 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-01
,2018-05-20,Intuit Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-20
,,Intuit Inc  Data Breach ,7 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-15,2018-04-16,Intuit Inc  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-16
,,Intuit Inc ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,,Intuit Inc  ,8 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,2018-03-15,Intuit Inc  Data Breach ,9 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-15
,,Intuit Inc ,11 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,,Intuit Inc  ,9 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,2018-02-13,Intuit Inc  ,34 (34 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-13
2018-03-15,2018-01-12,Invacare Corporation  Data Breach ,187 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-12
2018-06-29,2017-10-01,i Remedy Healthcare Companies Incformerly Pacquin Healthcare Companies Inc  Data Breach ,390 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-03-15,2017-11-01,Island Outdoor LLC  Data Breach ,979 (29 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-01
2018-03-07,2018-01-23,ISSSolutions Inc ,2295 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-23
2018-03-14,2017-07-14,Ithaca College  Data Breach ,143 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-14
2018-06-13,2018-03-08,Ithaca College  Data Breach ,359 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-08
,,IUHealth Methodist Hospital  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-02,2018-06-27,JESandifer Financial Consultants Inc  Data Breach ,357 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-27
2018-02-16,2017-12-20,Jemison Internal Medicine  PC ,6229 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-20
2018-11-12,2018-02-01,Jennifer Miller LTD  Data Breach ,1050 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-07-09,2018-05-14,Jewish Federationof Cincinnati  Data Breach ,812 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-14
2018-11-16,2018-08-24,Jo Ann Jody Hendryx  Data Breach ,67 (53 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-24
,,Jobscience ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-04,2017-09-29,John YTrent  Associates LLC  Data Breach ,3348 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-29
2018-08-28,2018-05-15,Joint Commission Resources Inc  Data Breach ,191 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-15
2018-11-14,2018-05-15,Jones Lang La Salle  Data Breach ,106 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-15
2018-11-07,2018-10-12,Julep Beauty Inc  Data Breach ,1150 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-12
,,Julian Sur CPA  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-09-04,2018-09-04,KARAuction Services Inc  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-04
2018-06-12,2018-03-12,Kaskaskia College  Data Breach ,659 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-12
2018-11-09,,Kemco Systems Co LLC  Data Breach ,Unknown (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-16,2018-03-16,KHISolutions Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-16
2018-03-29,2018-03-27,Kindred Healthcare  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-27
2018-01-26,2018-01-11,Kindred Hospital Northwest ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-11
2018-03-23,2017-07-15,King  Associates CPAPC  Data Breach ,2009 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-15
2018-02-14,2018-01-30,Kingston Healthcare Company ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-30
2018-05-15,2018-02-15,Kirbyand Associates PC  Data Breach ,494 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-12-03,2018-09-29,KMSFinancial Services Inc  Data Breach ,364 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-29
2018-05-09,2017-02-10,Knapeand Vogt Manufacturing Company  Data Breach ,1873 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-10
2018-02-15,,KPVentures  LLC ,5 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-09-10,2018-05-05,Kulig Accounting Inc  Data Breach ,2378 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-05
2018-06-22,2018-05-01,L  Occitane Inc DBAL  Occitaneen Provence  Data Breach ,329 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-01
2018-07-19,2017-12-07,LAFashion Enterprise LTD  Data Breach ,34097 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-07
2018-10-08,2018-08-27,Land OLakes Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-27
2018-03-28,2018-01-31,Leadership Platform Acquisition Corporation  Data Breach ,1095 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-10-04,2018-04-01,Leaf Filter North LLC  Data Breach ,2310 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-01
2018-05-31,2018-02-21,Lehman Roberts Company  Data Breach ,Unknown (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-21
2018-02-15,2016-06-27,Lendkey Technologies  Inc  ,6403 (50 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-27
2018-04-16,2017-11-01,LITaxand Planning Inconbehalfof LITax   Inc  Data Breach ,3882 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-01
2018-11-30,,Liberty Mutual Insurance Company  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-01-11,2018-01-09,Life Time Inc  Data Breach ,15 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-09
2018-02-05,2018-02-05,Lifeskills Inc  Data Breach ,246 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-05
2018-07-09,2018-07-04,Life Span Inc  Data Breach ,91 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-04
2018-08-28,2016-06-01,LILLEbaby  Data Breach ,37000 (873 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-01
2018-05-01,2018-04-11,Lincoln Financial Group  Data Breach ,18 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-11
2018-08-29,2018-03-19,Lipscomband Pitts Insurance LLC  Data Breach ,1592 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-19
2018-07-06,2018-01-20,Lipscomband Pitts Insurance LLC  Data Breach ,457 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-20
2018-10-12,2018-04-01,Liquidity Services  Data Breach ,3000 (274 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-01
2018-12-20,2018-03-18,Litera Microsystems  Data Breach ,11 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-18
2018-10-18,2018-09-18,LJCooper Capital Management LLCdba LJCooper Wealth Advisors  Data Breach ,1202 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-18
2018-10-05,2018-09-11,Logansport Memorial Hospital  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-11
2018-04-26,,Lone Star Ag Credit  Data Breach ,1500 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,,Lordand Taylor  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-16,2018-02-14,Los Angeles Philharmonic ,2442 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-07-30,2018-07-17,Loyola Universityof Chicago  Data Breach ,Unknown (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-17
2018-08-27,2018-08-06,LPNewburgh LLC  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-06
2018-11-17,2018-11-01,LPLFinancial LLC  Data Breach ,270000 (4551 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-01
2018-04-10,2018-02-20,LPLFinancial LLC  Data Breach ,297 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-20
2018-11-21,2018-03-26,Lundberg Family Farms  Data Breach ,201 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-26
2018-06-07,,Lutzand Carr CPAs LLC  Data Breach ,1657 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-09-21,2018-07-25,Lutzand Company PC  Data Breach ,1414 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-25
2018-05-24,2017-09-07,Luxury Retreats  Data Breach ,345 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-07
2018-10-26,2018-09-26,Lyric Operaof Chicago  Data Breach ,302 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-26
2018-07-03,2018-04-26,Macys Inc  Data Breach ,162507 (2075 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-26
2018-08-17,2018-07-23,Maestro Health Inc ,57 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-23
2018-04-26,2018-02-09,Main Line Arts  Data Breach ,Unknown (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-09
2018-02-02,2018-01-24,Make  up Designory ,670 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-24
2018-01-31,2017-12-04,Makeup Geek  LLC ,2385 (30 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-04
2018-04-30,2018-03-18,Malleys Chocolates  Data Breach ,3486 (29 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-18
2018-03-26,2017-02-22,Manduka  Data Breach ,64270 (665 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-22
2018-06-12,2018-04-05,Marion County Bank  Data Breach ,5799 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-05
2018-05-11,2017-10-17,Maron Electric Company  Data Breach ,274 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-17
2018-11-30,,Marriott International Inc  Data Breach ,500000000 (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-10-08,2018-09-24,Massachusetts Mutual Life Insurance Company  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-24
2018-07-20,,Matrix Design Group Inc  Data Breach ,700 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-09-14,2018-04-23,Matrix Service Company  Data Breach ,321 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-23
2018-04-27,2017-12-02,Mc Mahan Thomsonand Associates  Data Breach ,2677 (15 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-02
2018-04-23,2018-03-11,MCRInvestors LLC  Data Breach ,6178 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-11
2018-12-05,2018-01-15,Meadow Lakesof Mooresville LLCdba Meadow Lakes  Data Breach ,3 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-15
2018-06-14,2018-03-22,Med Associates Inc  Data Breach ,276057 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-22
,,Med Sheild Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-10,2018-03-29,Med Evolve  Data Breach ,204607 (99 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-29
2018-03-19,2017-12-22,Med Pro Groupdba Indiana Patient  s Compensation Fund  Data Breach ,36 (36 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-22
2018-11-21,,Medtronic  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-13,2017-10-20,Med Watch LLC  Data Breach ,506 (41 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-20
2018-05-14,2018-01-26,Member Business Services LLCdba Commercial Alliance  Data Breach ,7475 (35 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-26
2018-01-26,2017-11-25,Member First Mortgage LLC ,36840 (640 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-25
2018-06-08,2018-06-05,Mennonite Disabilities Committee Incdba Goldenrod  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-05
2018-02-26,,Mercy Health Love County Hospitaland Clinic ,14229 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-12-14,2018-09-10,Metropolitan Life Insurance Company ,104 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-10
2018-02-08,2018-02-05,Miami Correctional Facility ,465 (465 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-05
2018-01-19,2017-12-28,Mindlance  Inc  ,3085 (48 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-28
2018-03-27,2018-02-16,Mintie Corporation  Data Breach ,349 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-16
2018-04-13,2018-03-06,Mise En Place Restaurant Services Inc  Data Breach ,27997 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-06
2018-12-26,2018-09-26,MJInsurance  Data Breach ,5375 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-26
2018-08-16,2018-07-24,Mondelez Global LLC  Data Breach ,105 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-24
2018-02-23,2018-02-01,Money Gram International  Inc  ,81 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-01-12,2017-11-01,Monticello Central School District ,2598 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-01
,,Mc Kenzie   Jessica ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-23,2018-04-06,Moore Stephens Tiller LLC  Data Breach ,1032 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-06
2018-02-02,2018-01-23,Morgan Stanley Smith Barney LLC ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-23
