Dates of Breach,End Date of Breach,Individuals Affected,Link to PDF,Name of Entity,Reported Date,Source(s),Start Date of Breach,State Reported
9/27/2016-3/18/2018,2018-03-18 00:00:00,28 in Montana, https://media.dojmt.gov/wp-content/uploads/LifeBridge-Health.pdf ,LifeBridge Health,2018-05-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-27 00:00:00,Montana
1/16/2018-1/16/2018,2018-01-16 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/University-of-Toledo.pdf ,University of Toledo,2018-05-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-16 00:00:00,Montana
5/9/2018-5/9/2018,2018-05-09 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Cactus-Wellhead-LLC.pdf ,"Cactus Wellhead, LLC",2018-05-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-09 00:00:00,Montana
3/1/2018-4/30/2018,2018-04-30 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Brinker-International-Chilis.pdf ,Brinker International (Chili's),2018-05-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-01 00:00:00,Montana
1/15/2015-2/9/2015,2015-02-09 00:00:00,90 in Montana, https://media.dojmt.gov/wp-content/uploads/Bombas.pdf ,"Bombas, LLC",2018-05-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-01-15 00:00:00,Montana
1/22/2018-1/22/2018,2018-01-22 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Crius.pdf ,"Crius Energy, LLC",2018-05-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-22 00:00:00,Montana
4/26/2018-5/8/2018,2018-05-08 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/International-Management-Advisors-Ltd..pdf ,"International Management Advisors, Ltd.",2018-05-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-26 00:00:00,Montana
9/1/2017-9/1/2017,2017-09-01 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Coca-Cola.pdf ,The Coca-Cola Company,2018-05-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-09-01 00:00:00,Montana
3/7/2018-3/7/2018,2018-03-07 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Employee-Benefits-Corporation.pdf ,Employee Benefits Corporation,2018-05-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-07 00:00:00,Montana
3/23/2018-3/23/2018,2018-03-23 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Medical-Center-of-Houston.pdf ,"Medical Clinic of Houston, L.L.P.",2018-05-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-23 00:00:00,Montana
3/4/2018-3/5/2018,2018-03-05 00:00:00,8 in Montana, https://media.dojmt.gov/wp-content/uploads/RM-Mechanical.pdf ,"RM Mechanical, Inc.",2018-05-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-04 00:00:00,Montana
3/9/2018-3/9/2018,2018-03-09 00:00:00,12 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Oregon-Clinic.pdf ,The Oregon Clinic,2018-05-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-09 00:00:00,Montana
11/13/2017-11/14/2017,2017-11-14 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/32BJ.pdf ,SEIU 32BJ,2018-05-25 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-13 00:00:00,Montana
4/12/2018-4/12/2018,2018-04-12 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Hartford-1.pdf ,The Hartford,2018-05-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-12 00:00:00,Montana
4/18/2018-5/1/2018,2018-05-01 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Uno-Alla-Volta.pdf ,"Uno Alla Volta, LLC",2018-05-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-18 00:00:00,Montana
6/22/2017-2/16/2018,2018-02-16 00:00:00,18 in Montana, https://media.dojmt.gov/wp-content/uploads/Rail-Europe.pdf ,Rail Europe,2018-05-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-06-22 00:00:00,Montana
2/9/2018-3/30/2018,2018-03-30 00:00:00,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Temecula.pdf ,"Temecula Motorsports, Inc.",2018-05-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-09 00:00:00,Montana
2/12/2018-2/15/2018,2018-02-15 00:00:00,7 in Montana, https://media.dojmt.gov/wp-content/uploads/St.-Marys-Health-Inc.-dba-St.-Vincent-Evansville.pdf ,"St. Mary's Health, Inc. d/b/a St. Vincent Evansville",2018-05-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-12 00:00:00,Montana
12/1/2017-12/31/2017,2017-12-31 00:00:00,330 in Montana, https://media.dojmt.gov/wp-content/uploads/Advanced-Technology-Group.pdf ,Advanced Technology Group,2018-05-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-12-01 00:00:00,Montana
9/9/2017-1/24/2018,2018-01-24 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Stein-Eriksen-Lodge-Hotel.pdf ,Stein Eriksen Lodge Hotel,2018-06-01 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-09-09 00:00:00,Montana
12/20/2017-4/17/2018,2018-04-17 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Walgreens-Rite-Aid.pdf ,Walgreens (Rite Aid),2018-06-01 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-12-20 00:00:00,Montana
3/21/2018-5/3/2018,2018-05-03 00:00:00,527 in Montana, https://media.dojmt.gov/wp-content/uploads/Aimbridge-Hospitality-Holdings-LLC.pdf ,"Aimbridge Hospitality Holdings, LLC",2018-06-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-21 00:00:00,Montana
9/1/2017-5/7/2018,2018-05-07 00:00:00,140 in Montana, https://media.dojmt.gov/wp-content/uploads/Systeme.pdf ,"Systeme Software, Inc.",2018-06-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-09-01 00:00:00,Montana
4/1/2018-4/30/2018,2018-04-30 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Quad-C-Management-Inc..pdf ,"Quad-C Management, Inc.",2018-06-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-01 00:00:00,Montana
5/15/2018-5/16/2018,2018-05-16 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Securus.pdf ,Securus Technologies,2018-06-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-15 00:00:00,Montana
5/10/2018-5/12/2018,2018-05-12 00:00:00,18 in Montana, https://media.dojmt.gov/wp-content/uploads/Elmcroft-Senior-Living.pdf ,"Elmcroft Senior Living, Inc.",2018-06-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-10 00:00:00,Montana
4/24/2018-4/24/2018,2018-04-24 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Wilkins-Reinicke-Co.pdf ,"Wilkins, Reinicke & Co., P.C.",2018-06-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-24 00:00:00,Montana
4/8/2018-5/14/2018,2018-05-14 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/shopPOPdisplays-Inc..pdf ,"shopPOPdisplays, Inc.",2018-06-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-08 00:00:00,Montana
4/27/2018-4/27/2018,2018-04-27 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Old-Second-Bank.pdf ,Old Second National Bank,2018-06-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-27 00:00:00,Montana
12/20/2017-12/20/2017,2017-12-20 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Weichert.pdf ,Weichert Companies,2018-06-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-12-20 00:00:00,Montana
11/25/2017-11/25/2017,2017-11-25 00:00:00,503 in Montana, https://media.dojmt.gov/wp-content/uploads/Corporation-Service-Company-3.pdf ,Corporation Service Company (CSC),2018-06-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-25 00:00:00,Montana
4/5/2018-4/5/2018,2018-04-05 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Marion-County-Bank.pdf ,Marion County Bank,2018-06-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-05 00:00:00,Montana
8/1/2013-4/10/2018,2018-04-10 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Anthem-Inc..pdf ,"Anthem, Inc.",2018-06-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2013-08-01 00:00:00,Montana
4/24/2018-4/24/2018,2018-04-24 00:00:00,9 in Montana, https://media.dojmt.gov/wp-content/uploads/Dignity-Health.pdf ,Dignity Health,2018-06-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-24 00:00:00,Montana
4/11/2018-4/13/2018,2018-04-13 00:00:00,8 in Montana, https://media.dojmt.gov/wp-content/uploads/HealthEquity.pdf ,"HealthEquity, Inc.",2018-06-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-11 00:00:00,Montana
4/23/2018-4/23/2018,2018-04-23 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Black-River-Medical-Center.pdf ,Black River Medical Center,2018-06-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-23 00:00:00,Montana
11/1/2017-11/30/2017,2017-11-30 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Guaranteed-Rate-Inc.-2nd-Event.pdf ,"Guaranteed Rate, Inc.",2018-06-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-01 00:00:00,Montana
4/12/2018-5/16/2018,2018-05-16 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/OFD-Foods.pdf ,"OFD Foods, LLC.",2018-06-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-12 00:00:00,Montana
3/22/2018-3/22/2018,2018-03-22 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Med-Associates.pdf ,"Med Associates, Inc.",2018-06-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-22 00:00:00,Montana
10/2/2017-11/28/2017,2017-11-28 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/National-Restaurant-Association-1.pdf ,National Restaurant Association,2018-06-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-10-02 00:00:00,Montana
7/11/2017-4/23/2018,2018-04-23 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Central-Christian-College-of-Kansas.pdf ,Central Christian College of Kansas,2018-06-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-07-11 00:00:00,Montana
10/23/2017-10/27/2017,2017-10-27 00:00:00,71 in Montana, https://media.dojmt.gov/wp-content/uploads/Great-Banc.pdf ,GreatBanc Trust Company,2018-06-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-10-23 00:00:00,Montana
5/7/2018-5/7/2018,2018-05-07 00:00:00,10 in Montana, https://media.dojmt.gov/wp-content/uploads/City-of-Goodyear.pdf ,"City of Goodyear, Arizona",2018-06-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-07 00:00:00,Montana
11/26/2017-3/27/2018,2018-03-27 00:00:00,7 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-One-6.2018-notification.pdf ,Capital One Bank,2018-06-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-26 00:00:00,Montana
10/2/2017-7/14/2018,2018-07-14 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Orrston-Bank-1.pdf ,Orrston Bank,2018-06-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-10-02 00:00:00,Montana
5/18/2018-5/18/2018,2018-05-18 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/NorthStar-Anesthesia.pdf ,Notre Dame de Namur University,2018-06-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-18 00:00:00,Montana
5/31/2018-5/31/2018,2018-05-31 00:00:00,20 in Montana, https://media.dojmt.gov/wp-content/uploads/Notre-Dame.pdf ,"RevUp Group, LLC",2018-06-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-31 00:00:00,Montana
4/3/2018-4/24/2018,2018-04-24 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/RevUp-Group-LLP.pdf ,NorthStar Anesthesia,2018-06-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-03 00:00:00,Montana
6/3/2018-6/4/2018,2018-06-04 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Humana-Go365.com_.pdf ,"Humana, Go365.com",2018-06-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-06-03 00:00:00,Montana
1/9/2018-3/15/2018,2018-03-15 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/ATI-Holdings-LLC.pdf ,"ATI Holdings, LLC",2018-06-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-09 00:00:00,Montana
5/1/2018-5/10/2018,2018-05-10 00:00:00,381 in Montana, https://media.dojmt.gov/wp-content/uploads/Terteling-Company-Inc..pdf ,"Terteling Company, Inc. (Western States Equipment Company, Agri-Service, LLC, 36th Street Garden Center & Bistro, Red Horse Mountian Ranch",2018-06-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-01 00:00:00,Montana
2/1/2018-3/15/2018,2018-03-15 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Capital-Integration-Systems-LLC-CAIS.pdf ,Capital Integration Systems LLC (CAIS),2018-06-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-01 00:00:00,Montana
4/18/2018-5/4/2018,2018-05-04 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Solera-National-Bank.pdf ,Solera National Bank,2018-06-26 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-18 00:00:00,Montana
2/5/2018-5/18/2018,2018-05-18 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/SOS-Intl-LLC.pdf ,"SOS International, LLC",2018-06-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-05 00:00:00,Montana
4/27/2018-4/27/2018,2018-04-27 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Trust-Co-of-Illinois.pdf ,Trust Company of Illinois (TCI),2018-06-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-27 00:00:00,Montana
4/29/2016-2/21/2018,2018-02-21 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Waller-Assoc.pdf ,"Waller & Associates, Inc.",2018-06-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-04-29 00:00:00,Montana
9/15/2017-9/18/2017,2017-09-18 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Hasbro-Inc..pdf ,"Hasbro, Inc.",2018-06-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-09-15 00:00:00,Montana
2/26/2018-4/26/2018,2018-04-26 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Lockton-Companies.pdf ,Lockton Companies,2018-06-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-26 00:00:00,Montana
6/20/2018-6/20/2018,2018-06-20 00:00:00,29 in Montana, https://media.dojmt.gov/wp-content/uploads/Northwest-University.pdf ,Northwest University,2018-06-29 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-06-20 00:00:00,Montana
4/26/2018-6/12/2018,2018-06-12 00:00:00,136 in Montana, https://media.dojmt.gov/wp-content/uploads/Macys.pdf ,"Macy's, Inc.",2018-07-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-26 00:00:00,Montana
4/11/2018-4/11/2018,2018-04-11 00:00:00,189 in Montana, https://media.dojmt.gov/wp-content/uploads/International-Mission-Board.pdf ,International Mission Board (IMB),2018-07-05 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-11 00:00:00,Montana
3/14/2018-4/23/2018,2018-04-23 00:00:00,8 in Montana, https://media.dojmt.gov/wp-content/uploads/211-LA-County.pdf ,211 LA County,2018-07-05 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-14 00:00:00,Montana
1/12/2018-2/8/2018,2018-02-08 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Coty-Inc..pdf ,"Coty, Inc.",2018-07-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-12 00:00:00,Montana
2/12/2018-2/12/2018,2018-02-12 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/C-TEC.pdf ,Career and Technology Education Centers of Licking County (C-TEC),2018-07-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-12 00:00:00,Montana
2/14/2018-2/14/2018,2018-02-14 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/TerraSond.pdf ,TerraSond Limited,2018-07-10 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-14 00:00:00,Montana
3/29/2018-5/4/2018,2018-05-04 00:00:00,13 in Montana, https://media.dojmt.gov/wp-content/uploads/MedEvolve.pdf ,MedEvolve,2018-07-10 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-29 00:00:00,Montana
11/10/2017-1/22/2018,2018-01-22 00:00:00,136 in Montana, https://media.dojmt.gov/wp-content/uploads/Tommie-Copper-Inc..pdf ,"Tommie Copper, Inc.",2018-07-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-10 00:00:00,Montana
5/29/2018-6/13/2018,2018-06-13 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Fruitful-Yield.pdf ,"Fruitful Yield, Inc. (NOW-2-U.com, VitaminExperts.com, FruitfulYield.com)",2018-07-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-29 00:00:00,Montana
12/19/2017-4/10/2018,2018-04-10 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Vertical-Limit.pdf ,Vertical Limit Construction,2018-07-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-12-19 00:00:00,Montana
4/20/2018-5/22/2018,2018-05-22 00:00:00,1730 in Montana, https://media.dojmt.gov/wp-content/uploads/ComplyRight.pdf ,"ComplyRight, Inc.",2018-07-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-20 00:00:00,Montana
5/26/2018-6/25/2018,2018-06-25 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Dollar-Shave-Club-Inc..pdf ,"Dollar Shave Club, Inc.",2018-07-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-26 00:00:00,Montana
9/12/2017-5/18/2018,2018-05-18 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/EBSCO.pdf ,"EBSCO Sign Group, Inc. (outdoorsignsamerica.com)",2018-07-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-09-12 00:00:00,Montana
7/1/2017-10/24/2017,2017-10-24 00:00:00,2651 in Montana, https://media.dojmt.gov/wp-content/uploads/City-of-Bozeman.pdf ,City of Bozeman,2018-07-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-07-01 00:00:00,Montana
5/2/2018-5/23/2018,2018-05-23 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/CBIZ.pdf ,"CBIZ MHM, LLC",2018-07-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-02 00:00:00,Montana
6/28/2018-6/28/2018,2018-06-28 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Simma.pdf ,Simma Flottemesh & Orensteinin,2018-07-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-06-28 00:00:00,Montana
4/20/2018-5/14/2018,2018-05-14 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Helly-Hansen.pdf ,Helly Hansen (hellyhansen.com),2018-07-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-20 00:00:00,Montana
5/23/2018-5/23/2018,2018-05-23 00:00:00,15 in Montana, https://media.dojmt.gov/wp-content/uploads/Boys-Town-National-Research-Hospital.pdf ,Boys Town National Research HOspital,2018-07-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-23 00:00:00,Montana
5/23/2018-5/23/2018,2018-05-23 00:00:00,15 in Montana, https://media.dojmt.gov/wp-content/uploads/Boys-Town-National-Research-Hospital.pdf ,Boys Town National Research Hospital,2018-07-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-23 00:00:00,Montana
4/19/2018-4/19/2018,2018-04-19 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Stoneleigh-Recovery-Assoc..pdf ,"Stoneleigh Recovery Association, LLC",2018-07-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-19 00:00:00,Montana
4/14/2018-4/14/2018,2018-04-14 00:00:00,16 in Montana, https://media.dojmt.gov/wp-content/uploads/The-Borough-GHAP.pdf ,Fairbanks North Star Borough (GHAP),2018-07-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-14 00:00:00,Montana
4/6/2018-4/12/2018,2018-04-12 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Optoma.pdf ,Optoma Technology,2018-07-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-04-06 00:00:00,Montana
11/9/2017-11/30/2017,2017-11-30 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/AutoPets.pdf ,"Automated Pet Care Products, Inc. (AutoPets)",2018-07-24 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-11-09 00:00:00,Montana
10/1/2017-5/31/2018,2018-05-31 00:00:00,71 in Montana, https://media.dojmt.gov/wp-content/uploads/TradeMotion.pdf ,"TradeMotion, LLC.",2018-07-25 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-10-01 00:00:00,Montana
12/4/2017-12/4/2017,2017-12-04 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Welk-Resort-Group.pdf ,"Welk Resort Group, Inc.",2018-07-25 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-12-04 00:00:00,Montana
3/1/2018-5/17/2018,2018-05-17 00:00:00,10 in Montana, https://media.dojmt.gov/wp-content/uploads/Sunspire-Health.pdf ,Sunspire Health,2018-07-27 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-01 00:00:00,Montana
3/14/2018-4/3/2018,2018-04-03 00:00:00,144 in Montana, https://media.dojmt.gov/wp-content/uploads/Plant-Therapy.pdf ,UnityPoint,2018-07-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-14 00:00:00,Montana
7/17/2018-7/17/2018,2018-07-17 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/UnityPoint-Health.pdf ,Loyola University of Chicago,2018-07-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-07-17 00:00:00,Montana
3/29/2018-5/11/2018,2018-05-11 00:00:00,55 in Montana, https://media.dojmt.gov/wp-content/uploads/Loyola-Univ-of-Chicago.pdf ,Plant Therapy,2018-07-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-29 00:00:00,Montana
5/28/2018-5/28/2018,2018-05-28 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/JA-Carpentry.pdf ,JA Carpentry,2018-07-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-28 00:00:00,Montana
2/2/2018-4/20/2018,2018-04-20 00:00:00,469 in Montana, https://media.dojmt.gov/wp-content/uploads/Doyle-Associates.pdf ,Doyle & Associates,2018-08-01 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-02 00:00:00,Montana
7/5/2018-7/9/2018,2018-07-09 00:00:00,13 in Montana, https://media.dojmt.gov/wp-content/uploads/American-Express.pdf ,American Express Travel (Orbitz),2018-08-02 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-07-05 00:00:00,Montana
3/5/2017-7/17/2018,2018-07-17 00:00:00,53 in Montana, https://media.dojmt.gov/wp-content/uploads/Colorado-Bankers-Life-Insurance-Company.pdf ,TCM Bank,2018-08-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2017-03-05 00:00:00,Montana
5/10/2018-7/31/2018,2018-07-31 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/TCM-Bank.pdf ,North American Power & Gas,2018-08-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-10 00:00:00,Montana
3/28/2018-4/13/2018,2018-04-13 00:00:00,129 in Montana, https://media.dojmt.gov/wp-content/uploads/North-American-Power-Gas.pdf ,Colorado Bankers Life Insurance Company,2018-08-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-03-28 00:00:00,Montana
5/14/2018-5/14/2018,2018-05-14 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Billings-Clinic.pdf ,Billings Clinic,2018-08-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-14 00:00:00,Montana
